city,crop,crop_variety,Modal_Price (Rs./Quintal)
Pune,गहू,शरबती,2688
Pune,गहू,जीडब्ल्यू 12,5418
Pune,गहू,शरबती,2419
Pune,ज्वारी,Foxtail millet,4515
Pune,ज्वारी,Foxtail millet,7494
Pune,गहू,HI-8759,2569
Pune,तूर,bdl 716,4831
Pune,तूर,godavari,2039
Pune,ज्वारी,Foxtail millet,7831
Pune,तूर,bdl 716,5548
Pune,तूर,godavari,4727
Pune,गहू,शरबती,5396
Pune,ज्वारी,Foxtail millet,3092
Pune,सोयाबीन,maus 71,4454
Pune,हरभरा,digvijay,7379
Pune,तूर,bdl 711,4367
Pune,तूर,bdl 716,4216
Pune,तूर,bdl 716,5796
Pune,हरभरा,vijay,6629
Pune,सोयाबीन,js335,2279
Pune,ज्वारी,Foxtail millet,4627
Pune,सोयाबीन,maus 162,6089
Pune,ज्वारी,Foxtail millet,6887
Pune,तूर,godavari,6803
Pune,ज्वारी,Foxtail millet,7030
Pune,बाजरी,MLSH 2428,5324
Pune,ज्वारी,Foxtail millet,5557
Pune,हरभरा,j11,5897
Pune,सोयाबीन,maus 162,3398
Pune,सोयाबीन,js335,6312
Pune,गहू,HI-8759,7701
Pune,ज्वारी,Foxtail millet,4779
Pune,बाजरी,MLSH 2428,4922
Pune,सोयाबीन,maus 71,3699
Pune,सोयाबीन,maus 162,5872
Pune,तूर,bdl 711,3097
Pune,तूर,godavari,5477
Pune,गहू,जीडब्ल्यू 12,4800
Pune,तूर,bdl 716,3866
Pune,हरभरा,digvijay,4737
Pune,ज्वारी,Foxtail millet,6489
Pune,ज्वारी,Foxtail millet,2223
Pune,ज्वारी,Foxtail millet,4853
Pune,ज्वारी,Foxtail millet,3538
Pune,ज्वारी,Foxtail millet,5269
Pune,ज्वारी,Foxtail millet,5810
Pune,गहू,HI-8759,6605
Pune,सोयाबीन,js335,4384
Pune,बाजरी,MLSH 2428,6877
Pune,हरभरा,vijay,6483
Pune,सोयाबीन,js335,5663
Pune,तूर,godavari,6965
Pune,हरभरा,jaki 9218,4838
Pune,तूर,bdl 716,7993
Pune,गहू,HI-8759,6416
Pune,बाजरी,MLSH-296 GOLD,6809
Pune,गहू,शरबती,7543
Pune,ज्वारी,Foxtail millet,3505
Pune,गहू,शरबती,2417
Pune,बाजरी,MLSH 2428,4100
Pune,बाजरी,MLSH 2428,4201
Pune,तूर,bdl 716,4721
Pune,सोयाबीन,maus 162,7388
Pune,हरभरा,vijay,4333
Pune,सोयाबीन,maus 162,2122
Pune,गहू,शरबती,6115
Pune,तूर,bdl 716,3479
Pune,हरभरा,j11,3379
Pune,सोयाबीन,maus 71,7200
Pune,हरभरा,jaki 9218,5364
Pune,सोयाबीन,maus 71,4747
Pune,बाजरी,MLSH 2428,5477
Pune,गहू,शरबती,4611
Pune,तूर,godavari,3471
Pune,सोयाबीन,maus 162,5086
Pune,गहू,HI-8759,6459
Pune,गहू,HI-8759,4538
Pune,हरभरा,digvijay,5986
Pune,हरभरा,vijay,5520
Pune,तूर,bdl 716,5052
Pune,बाजरी,MLSH 2428,4158
Pune,हरभरा,jaki 9218,5538
Pune,तूर,bdl 711,2376
Pune,सोयाबीन,maus 71,4394
Pune,सोयाबीन,js335,6788
Pune,ज्वारी,Foxtail millet,5696
Pune,ज्वारी,Foxtail millet,4288
Pune,तूर,bdl 711,4192
Pune,सोयाबीन,maus 71,6636
Pune,हरभरा,digvijay,5971
Pune,तूर,godavari,7333
Pune,बाजरी,MLSH-296 GOLD,3025
Pune,बाजरी,MLSH 2428,2410
Pune,हरभरा,j11,7557
Pune,सोयाबीन,maus 162,6372
Pune,सोयाबीन,maus 71,2262
Pune,गहू,शरबती,7652
Pune,सोयाबीन,maus 71,3318
Pune,तूर,godavari,6410
Pune,गहू,HI-8759,5067
Pune,ज्वारी,Foxtail millet,2767
Pune,तूर,bdl 716,7584
Pune,हरभरा,digvijay,7097
Pune,हरभरा,j11,6692
Pune,सोयाबीन,maus 71,7809
Pune,गहू,शरबती,5405
Pune,गहू,शरबती,3685
Pune,गहू,शरबती,6388
Pune,तूर,godavari,3134
Pune,हरभरा,vijay,4521
Pune,बाजरी,MLSH-296 GOLD,5470
Pune,गहू,जीडब्ल्यू 12,2133
Pune,गहू,जीडब्ल्यू 12,4322
Pune,गहू,जीडब्ल्यू 12,7208
Pune,गहू,शरबती,5391
Pune,तूर,bdl 711,2675
Pune,सोयाबीन,maus 162,2378
Pune,तूर,bdl 716,7958
Pune,सोयाबीन,maus 71,3281
Pune,गहू,जीडब्ल्यू 12,6977
Pune,हरभरा,digvijay,6634
Pune,सोयाबीन,js335,6781
Pune,हरभरा,digvijay,7761
Pune,तूर,bdl 711,5312
Pune,बाजरी,MLSH 2428,6949
Pune,ज्वारी,Foxtail millet,7552
Pune,सोयाबीन,maus 162,6659
Pune,हरभरा,j11,2429
Pune,हरभरा,vijay,3626
Pune,सोयाबीन,js335,4159
Pune,गहू,HI-8759,5013
Pune,बाजरी,MLSH 2428,7802
Pune,बाजरी,MLSH-296 GOLD,5232
Pune,सोयाबीन,js335,7628
Pune,गहू,HI-8759,6442
Pune,बाजरी,MLSH 2428,5501
Pune,तूर,bdl 716,7232
Pune,हरभरा,j11,3959
Pune,सोयाबीन,maus 71,2214
Pune,बाजरी,MLSH-296 GOLD,3466
Pune,सोयाबीन,maus 162,3649
Pune,तूर,godavari,2927
Pune,ज्वारी,Foxtail millet,5841
Pune,ज्वारी,Foxtail millet,6652
Pune,तूर,godavari,4110
Pune,हरभरा,digvijay,4722
Pune,सोयाबीन,maus 71,6391
Pune,हरभरा,j11,4838
Pune,सोयाबीन,maus 71,5101
Pune,गहू,जीडब्ल्यू 12,3634
Pune,तूर,godavari,5067
Pune,गहू,HI-8759,3646
Pune,हरभरा,j11,4716
Pune,बाजरी,MLSH-296 GOLD,4731
Pune,सोयाबीन,maus 71,5783
Pune,बाजरी,MLSH 2428,2715
Pune,ज्वारी,Foxtail millet,7032
Pune,ज्वारी,Foxtail millet,7681
Pune,हरभरा,vijay,6937
Pune,ज्वारी,Foxtail millet,7904
Pune,गहू,शरबती,3481
Pune,सोयाबीन,maus 162,3498
Pune,गहू,शरबती,5942
Pune,तूर,godavari,2993
Pune,तूर,bdl 711,7819
Pune,बाजरी,MLSH-296 GOLD,6684
Pune,बाजरी,MLSH-296 GOLD,5053
Pune,बाजरी,MLSH 2428,6755
Pune,बाजरी,MLSH 2428,6373
Pune,गहू,शरबती,5430
Pune,ज्वारी,Foxtail millet,4979
Pune,ज्वारी,Foxtail millet,3539
Pune,ज्वारी,Foxtail millet,4708
Pune,ज्वारी,Foxtail millet,3749
Pune,गहू,जीडब्ल्यू 12,7937
Pune,गहू,HI-8759,4580
Pune,सोयाबीन,maus 71,4170
Pune,हरभरा,vijay,5834
Pune,ज्वारी,Foxtail millet,2277
Pune,तूर,bdl 716,3995
Pune,बाजरी,MLSH 2428,3239
Pune,हरभरा,digvijay,7192
Pune,बाजरी,MLSH 2428,5166
Pune,गहू,शरबती,2953
Pune,बाजरी,MLSH-296 GOLD,2310
Pune,तूर,godavari,3643
Pune,ज्वारी,Foxtail millet,6822
Pune,सोयाबीन,maus 71,3903
Pune,बाजरी,MLSH 2428,6936
Pune,सोयाबीन,maus 71,6582
Pune,सोयाबीन,js335,2936
Pune,सोयाबीन,maus 71,4592
Pune,हरभरा,j11,7173
Pune,सोयाबीन,js335,4509
Pune,सोयाबीन,js335,4866
Pune,तूर,bdl 716,7398
Pune,हरभरा,j11,3169
Pune,सोयाबीन,maus 162,2464
Pune,सोयाबीन,maus 162,7293
Pune,बाजरी,MLSH-296 GOLD,5490
Pune,सोयाबीन,js335,6867
Pune,तूर,bdl 711,6442
Pune,ज्वारी,Foxtail millet,3789
Pune,सोयाबीन,js335,7078
Pune,तूर,bdl 711,7332
Pune,हरभरा,vijay,3040
Pune,सोयाबीन,maus 162,7104
Pune,तूर,bdl 711,2982
Pune,बाजरी,MLSH 2428,2419
Pune,बाजरी,MLSH-296 GOLD,7479
Pune,ज्वारी,Foxtail millet,2320
Pune,ज्वारी,Foxtail millet,2450
Pune,ज्वारी,Foxtail millet,3135
Pune,गहू,HI-8759,2494
Pune,सोयाबीन,maus 71,4763
Pune,हरभरा,digvijay,2570
Pune,हरभरा,vijay,6863
Pune,सोयाबीन,maus 71,6656
Pune,तूर,godavari,7714
Pune,सोयाबीन,maus 71,2354
Pune,बाजरी,MLSH-296 GOLD,5226
Pune,बाजरी,MLSH-296 GOLD,4316
Pune,तूर,godavari,2534
Pune,हरभरा,jaki 9218,4001
Pune,गहू,HI-8759,3901
Pune,सोयाबीन,maus 162,4099
Pune,सोयाबीन,maus 71,7645
Pune,तूर,bdl 716,5268
Pune,तूर,godavari,4594
Pune,सोयाबीन,maus 162,7949
Pune,ज्वारी,Foxtail millet,3955
Pune,बाजरी,MLSH 2428,7073
Pune,हरभरा,digvijay,3474
Pune,सोयाबीन,js335,5193
Pune,तूर,bdl 711,6156
Pune,बाजरी,MLSH 2428,2570
Pune,सोयाबीन,js335,5267
Pune,गहू,शरबती,6170
Pune,सोयाबीन,js335,2013
Pune,बाजरी,MLSH 2428,5629
Pune,ज्वारी,Foxtail millet,7954
Pune,हरभरा,digvijay,7531
Pune,हरभरा,j11,7261
Pune,ज्वारी,Foxtail millet,5725
Pune,हरभरा,jaki 9218,5821
Pune,गहू,शरबती,4082
Pune,बाजरी,MLSH 2428,2842
Pune,गहू,जीडब्ल्यू 12,4599
Pune,हरभरा,jaki 9218,4007
Pune,गहू,HI-8759,3026
Pune,गहू,HI-8759,6894
Pune,बाजरी,MLSH 2428,5279
Pune,सोयाबीन,maus 162,5775
Pune,सोयाबीन,maus 71,5206
Pune,हरभरा,digvijay,7419
Pune,हरभरा,jaki 9218,5248
Pune,ज्वारी,Foxtail millet,2146
Pune,ज्वारी,Foxtail millet,6158
Pune,गहू,HI-8759,5763
Pune,गहू,HI-8759,3375
Pune,ज्वारी,Foxtail millet,3491
Pune,सोयाबीन,maus 71,6609
Pune,बाजरी,MLSH-296 GOLD,3390
Pune,सोयाबीन,maus 162,7458
Pune,ज्वारी,Foxtail millet,4380
Pune,सोयाबीन,maus 71,7484
Pune,तूर,godavari,6473
Pune,तूर,bdl 711,7836
Pune,सोयाबीन,maus 162,5296
Pune,बाजरी,MLSH-296 GOLD,4235
Pune,तूर,godavari,5423
Pune,बाजरी,MLSH 2428,3930
Pune,सोयाबीन,js335,4979
Pune,गहू,HI-8759,5895
Pune,सोयाबीन,maus 162,2681
Pune,हरभरा,digvijay,7754
Pune,गहू,HI-8759,2849
Pune,सोयाबीन,js335,2703
Pune,ज्वारी,Foxtail millet,3351
Pune,ज्वारी,Foxtail millet,3291
Pune,तूर,bdl 711,3982
Pune,बाजरी,MLSH 2428,6434
Pune,बाजरी,MLSH 2428,5511
Pune,गहू,जीडब्ल्यू 12,4520
Pune,हरभरा,j11,6965
Pune,तूर,bdl 711,6737
Pune,तूर,bdl 716,7996
Pune,तूर,bdl 711,5017
Pune,तूर,godavari,6492
Pune,गहू,HI-8759,2953
Pune,बाजरी,MLSH 2428,5014
Pune,तूर,bdl 711,7437
Pune,गहू,शरबती,5042
Pune,तूर,godavari,5381
Pune,तूर,godavari,2023
Pune,हरभरा,jaki 9218,2433
Pune,तूर,godavari,2300
Pune,बाजरी,MLSH-296 GOLD,7899
Pune,बाजरी,MLSH 2428,6160
Pune,बाजरी,MLSH 2428,5386
Pune,बाजरी,MLSH 2428,4766
Pune,तूर,godavari,3465
Pune,तूर,bdl 716,4585
Pune,तूर,bdl 711,2116
Pune,सोयाबीन,js335,2682
Pune,सोयाबीन,js335,3494
Pune,हरभरा,digvijay,7453
Pune,गहू,जीडब्ल्यू 12,4364
Pune,बाजरी,MLSH-296 GOLD,7314
Pune,गहू,जीडब्ल्यू 12,2736
Pune,सोयाबीन,maus 71,6084
Pune,हरभरा,jaki 9218,2051
Pune,बाजरी,MLSH 2428,4238
Pune,हरभरा,vijay,3137
Pune,हरभरा,j11,2979
Pune,हरभरा,vijay,4393
Pune,ज्वारी,Foxtail millet,3699
Pune,गहू,HI-8759,3564
Pune,तूर,bdl 711,7470
Pune,ज्वारी,Foxtail millet,2065
Pune,सोयाबीन,maus 162,3190
Pune,हरभरा,jaki 9218,3192
Pune,बाजरी,MLSH-296 GOLD,6589
Pune,गहू,HI-8759,6251
Pune,बाजरी,MLSH-296 GOLD,3161
Pune,गहू,HI-8759,3631
Pune,सोयाबीन,js335,6827
Pune,तूर,bdl 716,5615
Pune,सोयाबीन,maus 71,5672
Pune,हरभरा,j11,2977
Pune,तूर,godavari,2948
Pune,सोयाबीन,maus 162,3926
Pune,गहू,जीडब्ल्यू 12,7846
Pune,बाजरी,MLSH-296 GOLD,7141
Pune,बाजरी,MLSH 2428,3826
Pune,बाजरी,MLSH 2428,3527
Pune,हरभरा,j11,4347
Pune,गहू,जीडब्ल्यू 12,3623
Pune,बाजरी,MLSH-296 GOLD,3829
Pune,ज्वारी,Foxtail millet,2016
Pune,बाजरी,MLSH-296 GOLD,4098
Pune,तूर,godavari,4083
Pune,बाजरी,MLSH-296 GOLD,3501
Pune,हरभरा,j11,6408
Pune,हरभरा,j11,7190
Pune,बाजरी,MLSH-296 GOLD,5412
Pune,गहू,HI-8759,3512
Pune,हरभरा,jaki 9218,2638
Pune,ज्वारी,Foxtail millet,3899
Pune,तूर,bdl 711,3886
Pune,सोयाबीन,js335,5924
Pune,बाजरी,MLSH 2428,6843
Pune,गहू,शरबती,7553
Pune,गहू,HI-8759,6060
Pune,गहू,जीडब्ल्यू 12,2772
Pune,तूर,bdl 711,7527
Pune,बाजरी,MLSH 2428,6308
Pune,हरभरा,jaki 9218,3506
Pune,बाजरी,MLSH 2428,3112
Pune,गहू,शरबती,4534
Pune,हरभरा,j11,7759
Pune,हरभरा,j11,7650
Pune,सोयाबीन,js335,6924
Pune,तूर,bdl 716,6818
Pune,गहू,HI-8759,7778
Pune,ज्वारी,Foxtail millet,4350
Pune,हरभरा,digvijay,7652
Pune,बाजरी,MLSH-296 GOLD,3948
Pune,ज्वारी,Foxtail millet,5400
Pune,बाजरी,MLSH-296 GOLD,4032
Pune,ज्वारी,Foxtail millet,7487
Pune,बाजरी,MLSH 2428,6900
Pune,गहू,शरबती,7667
Pune,तूर,bdl 711,7985
Pune,गहू,HI-8759,3631
Pune,गहू,जीडब्ल्यू 12,3739
Pune,ज्वारी,Foxtail millet,6180
Pune,गहू,HI-8759,4155
Pune,बाजरी,MLSH 2428,7238
Pune,सोयाबीन,maus 71,7379
Pune,ज्वारी,Foxtail millet,6154
Pune,बाजरी,MLSH 2428,4148
Pune,हरभरा,j11,6119
Pune,तूर,bdl 716,2990
Pune,गहू,जीडब्ल्यू 12,5960
Pune,बाजरी,MLSH-296 GOLD,4399
Pune,बाजरी,MLSH-296 GOLD,4164
Pune,सोयाबीन,maus 71,4219
Pune,बाजरी,MLSH 2428,2222
Pune,सोयाबीन,maus 71,2527
Pune,हरभरा,vijay,5011
Pune,बाजरी,MLSH 2428,7998
Pune,ज्वारी,Foxtail millet,5900
Pune,हरभरा,vijay,6536
Pune,गहू,जीडब्ल्यू 12,6000
Pune,हरभरा,j11,4072
Pune,तूर,bdl 711,5834
Pune,तूर,bdl 711,2250
Pune,हरभरा,jaki 9218,2831
Pune,ज्वारी,Foxtail millet,3762
Pune,सोयाबीन,maus 71,5730
Pune,ज्वारी,Foxtail millet,7870
Pune,हरभरा,jaki 9218,6230
Pune,सोयाबीन,js335,3809
Pune,तूर,bdl 716,4584
Pune,तूर,bdl 711,5142
Pune,बाजरी,MLSH 2428,3810
Pune,सोयाबीन,maus 162,6762
Pune,गहू,HI-8759,5698
Pune,गहू,HI-8759,7116
Pune,तूर,bdl 716,4381
Pune,बाजरी,MLSH 2428,4383
Pune,तूर,godavari,6584
Pune,बाजरी,MLSH 2428,2680
Pune,सोयाबीन,js335,7039
Pune,तूर,bdl 716,3924
Pune,बाजरी,MLSH-296 GOLD,4052
Pune,ज्वारी,Foxtail millet,6895
Pune,तूर,bdl 711,3270
Pune,ज्वारी,Foxtail millet,2698
Pune,तूर,bdl 716,2181
Pune,सोयाबीन,maus 162,3489
Pune,हरभरा,jaki 9218,3038
Pune,तूर,godavari,5161
Pune,सोयाबीन,maus 71,3280
Pune,बाजरी,MLSH-296 GOLD,4700
Pune,ज्वारी,Foxtail millet,6957
Pune,सोयाबीन,js335,3504
Pune,तूर,godavari,2694
Pune,ज्वारी,Foxtail millet,7220
Pune,गहू,शरबती,6539
Pune,बाजरी,MLSH 2428,6410
Pune,तूर,bdl 716,2640
Pune,ज्वारी,Foxtail millet,3961
Pune,तूर,bdl 711,3900
Pune,तूर,bdl 711,5468
Pune,ज्वारी,Foxtail millet,2224
Pune,बाजरी,MLSH 2428,6054
Pune,हरभरा,j11,5505
Pune,ज्वारी,Foxtail millet,5072
Pune,सोयाबीन,maus 71,6661
Pune,सोयाबीन,maus 71,5913
Pune,सोयाबीन,maus 71,4307
Pune,ज्वारी,Foxtail millet,6284
Pune,ज्वारी,Foxtail millet,5292
Pune,गहू,शरबती,7151
Pune,तूर,bdl 711,5297
Pune,सोयाबीन,maus 162,2869
Pune,बाजरी,MLSH 2428,6262
Pune,तूर,godavari,4768
Pune,हरभरा,digvijay,5754
Pune,सोयाबीन,maus 162,4474
Pune,गहू,HI-8759,4416
Pune,तूर,bdl 716,4712
Pune,ज्वारी,Foxtail millet,3476
Pune,सोयाबीन,js335,6475
Pune,ज्वारी,Foxtail millet,4021
Pune,ज्वारी,Foxtail millet,5156
Pune,गहू,HI-8759,2951
Pune,तूर,bdl 711,3023
Pune,गहू,HI-8759,7690
Pune,गहू,HI-8759,5416
Pune,बाजरी,MLSH 2428,5186
Pune,गहू,शरबती,4797
Pune,बाजरी,MLSH-296 GOLD,2524
Pune,सोयाबीन,maus 71,6006
Pune,हरभरा,vijay,3945
Pune,सोयाबीन,js335,4091
Pune,सोयाबीन,js335,5411
Pune,ज्वारी,Foxtail millet,2989
Pune,हरभरा,vijay,3308
Pune,तूर,godavari,2457
Pune,तूर,bdl 711,2230
Pune,तूर,godavari,5673
Pune,सोयाबीन,maus 71,2011
Pune,हरभरा,j11,5748
Pune,गहू,HI-8759,5679
Pune,गहू,शरबती,2142
Pune,सोयाबीन,maus 162,7222
Pune,गहू,शरबती,2781
Pune,तूर,bdl 711,5453
Pune,सोयाबीन,maus 162,3057
Pune,गहू,HI-8759,3131
Pune,सोयाबीन,maus 162,7455
Pune,तूर,bdl 716,3807
Pune,बाजरी,MLSH 2428,3255
Pune,ज्वारी,Foxtail millet,6186
Pune,हरभरा,digvijay,2420
Pune,हरभरा,jaki 9218,5777
Pune,बाजरी,MLSH 2428,5362
Pune,तूर,bdl 716,6625
Pune,गहू,शरबती,5850
Pune,तूर,bdl 711,7062
Pune,तूर,bdl 711,5115
Pune,तूर,bdl 711,7277
Pune,ज्वारी,Foxtail millet,2043
Pune,हरभरा,digvijay,3429
Pune,हरभरा,vijay,5890
Pune,सोयाबीन,maus 162,4712
Pune,हरभरा,digvijay,4749
Pune,सोयाबीन,js335,3563
Pune,बाजरी,MLSH-296 GOLD,5036
Pune,बाजरी,MLSH 2428,6014
Pune,गहू,HI-8759,6950
Pune,हरभरा,digvijay,5447
Pune,ज्वारी,Foxtail millet,3934
Pune,तूर,godavari,3086
Pune,गहू,HI-8759,2446
Pune,हरभरा,j11,7969
Pune,ज्वारी,Foxtail millet,6663
Pune,बाजरी,MLSH 2428,4459
Pune,हरभरा,digvijay,4802
Pune,ज्वारी,Foxtail millet,3888
Pune,ज्वारी,Foxtail millet,6946
Pune,ज्वारी,Foxtail millet,6874
Pune,हरभरा,j11,5240
Pune,बाजरी,MLSH-296 GOLD,3265
Pune,ज्वारी,Foxtail millet,3964
Pune,ज्वारी,Foxtail millet,6453
Pune,गहू,HI-8759,3298
Pune,सोयाबीन,js335,6647
Pune,तूर,bdl 711,2683
Pune,सोयाबीन,maus 162,3475
Pune,सोयाबीन,js335,7884
Pune,तूर,bdl 711,7333
Pune,ज्वारी,Foxtail millet,3738
Pune,बाजरी,MLSH 2428,2662
Pune,बाजरी,MLSH-296 GOLD,3816
Pune,तूर,godavari,2974
Pune,तूर,godavari,2113
Pune,गहू,HI-8759,3933
Pune,तूर,bdl 711,2004
Pune,हरभरा,vijay,5831
Pune,ज्वारी,Foxtail millet,2049
Pune,ज्वारी,Foxtail millet,7233
Pune,तूर,bdl 716,7145
Pune,तूर,godavari,7942
Pune,तूर,bdl 711,3879
Pune,गहू,जीडब्ल्यू 12,5810
Pune,तूर,godavari,7076
Pune,ज्वारी,Foxtail millet,3517
Pune,ज्वारी,Foxtail millet,2262
Pune,ज्वारी,Foxtail millet,3677
Pune,हरभरा,digvijay,5024
Pune,सोयाबीन,maus 162,6123
Pune,बाजरी,MLSH 2428,3450
Pune,सोयाबीन,maus 162,4960
Pune,बाजरी,MLSH 2428,3225
Pune,हरभरा,j11,2468
Pune,गहू,शरबती,6926
Pune,हरभरा,digvijay,2784
Pune,सोयाबीन,js335,7867
Pune,हरभरा,vijay,7567
Pune,बाजरी,MLSH 2428,5276
Pune,गहू,HI-8759,2299
Pune,ज्वारी,Foxtail millet,4004
Pune,सोयाबीन,maus 162,5957
Pune,सोयाबीन,js335,3309
Pune,सोयाबीन,js335,4473
Pune,ज्वारी,Foxtail millet,3111
Pune,गहू,HI-8759,4643
Pune,ज्वारी,Foxtail millet,5433
Pune,बाजरी,MLSH-296 GOLD,4163
Pune,ज्वारी,Foxtail millet,6438
Pune,बाजरी,MLSH 2428,4235
Pune,बाजरी,MLSH 2428,2230
Pune,ज्वारी,Foxtail millet,5435
Pune,हरभरा,digvijay,4761
Pune,बाजरी,MLSH-296 GOLD,2115
Pune,हरभरा,vijay,3126
Pune,सोयाबीन,js335,5657
Pune,तूर,bdl 711,6331
Pune,हरभरा,digvijay,5568
Pune,हरभरा,j11,5079
Pune,तूर,bdl 716,7160
Pune,तूर,bdl 716,5738
Pune,सोयाबीन,maus 162,3574
Pune,सोयाबीन,maus 71,6616
Pune,सोयाबीन,maus 162,2872
Pune,ज्वारी,Foxtail millet,2090
Pune,बाजरी,MLSH 2428,5469
Pune,हरभरा,digvijay,3622
Pune,हरभरा,jaki 9218,5217
Pune,ज्वारी,Foxtail millet,2396
Pune,गहू,HI-8759,4810
Pune,तूर,bdl 711,4626
Pune,बाजरी,MLSH 2428,5876
Pune,गहू,HI-8759,7260
Pune,हरभरा,vijay,3486
Pune,गहू,शरबती,2228
Pune,गहू,HI-8759,3661
Pune,ज्वारी,Foxtail millet,6920
Pune,गहू,शरबती,2610
Pune,सोयाबीन,maus 162,5004
Pune,बाजरी,MLSH 2428,2938
Pune,सोयाबीन,js335,4373
Pune,गहू,जीडब्ल्यू 12,5414
Pune,गहू,HI-8759,4493
Pune,हरभरा,jaki 9218,2961
Pune,बाजरी,MLSH-296 GOLD,6585
Pune,गहू,जीडब्ल्यू 12,4877
Pune,तूर,godavari,2535
Pune,हरभरा,jaki 9218,6165
Pune,सोयाबीन,maus 71,7981
Pune,सोयाबीन,maus 71,3056
Pune,बाजरी,MLSH 2428,3811
Pune,हरभरा,j11,3246
Pune,गहू,शरबती,7306
Pune,गहू,शरबती,6078
Pune,गहू,HI-8759,3575
Pune,सोयाबीन,maus 162,6616
Pune,गहू,शरबती,6272
Pune,हरभरा,j11,7595
Pune,सोयाबीन,maus 71,5551
Pune,तूर,godavari,3565
Pune,ज्वारी,Foxtail millet,4559
Pune,गहू,HI-8759,4013
Pune,बाजरी,MLSH 2428,2632
Pune,तूर,godavari,7474
Pune,ज्वारी,Foxtail millet,6756
Pune,तूर,bdl 716,6886
Pune,गहू,HI-8759,6589
Pune,हरभरा,vijay,7170
Pune,बाजरी,MLSH-296 GOLD,4245
Pune,गहू,शरबती,5064
Pune,ज्वारी,Foxtail millet,4497
Pune,ज्वारी,Foxtail millet,3271
Pune,हरभरा,digvijay,2081
Pune,हरभरा,vijay,5296
Pune,बाजरी,MLSH-296 GOLD,4501
Pune,बाजरी,MLSH 2428,6694
Pune,बाजरी,MLSH 2428,2450
Pune,सोयाबीन,maus 71,7338
Pune,बाजरी,MLSH-296 GOLD,7275
Pune,गहू,HI-8759,5207
Pune,सोयाबीन,maus 162,7178
Pune,ज्वारी,Foxtail millet,7899
Pune,बाजरी,MLSH-296 GOLD,4192
Pune,गहू,HI-8759,6488
Pune,तूर,bdl 711,5725
Pune,सोयाबीन,maus 162,6846
Pune,तूर,godavari,7120
Pune,सोयाबीन,js335,7002
Pune,हरभरा,j11,2492
Pune,बाजरी,MLSH 2428,6403
Pune,हरभरा,digvijay,4018
Pune,हरभरा,vijay,2953
Pune,ज्वारी,Foxtail millet,2722
Pune,गहू,जीडब्ल्यू 12,2599
Pune,बाजरी,MLSH 2428,4839
Pune,बाजरी,MLSH 2428,6392
Pune,सोयाबीन,js335,4729
Pune,हरभरा,digvijay,3567
Pune,सोयाबीन,maus 71,5322
Pune,तूर,bdl 711,7387
Pune,ज्वारी,Foxtail millet,3568
Pune,हरभरा,j11,6340
Pune,ज्वारी,Foxtail millet,3088
Pune,ज्वारी,Foxtail millet,6418
Pune,तूर,bdl 716,6217
Pune,बाजरी,MLSH-296 GOLD,6066
Pune,सोयाबीन,js335,7801
Pune,गहू,शरबती,5310
Pune,बाजरी,MLSH 2428,4229
Pune,हरभरा,j11,2017
Pune,तूर,bdl 716,4995
Pune,सोयाबीन,js335,7585
Pune,गहू,शरबती,7515
Pune,हरभरा,vijay,2758
Pune,तूर,bdl 716,2567
Pune,तूर,bdl 711,6657
Pune,बाजरी,MLSH-296 GOLD,2251
Pune,बाजरी,MLSH-296 GOLD,6919
Pune,हरभरा,vijay,3880
Pune,तूर,bdl 716,7959
Pune,गहू,जीडब्ल्यू 12,5644
Pune,गहू,शरबती,6066
Pune,गहू,HI-8759,6804
Pune,सोयाबीन,maus 71,3560
Pune,हरभरा,j11,5182
Pune,हरभरा,vijay,6712
Pune,गहू,जीडब्ल्यू 12,4264
Pune,सोयाबीन,js335,6768
Pune,तूर,bdl 711,2876
Pune,हरभरा,jaki 9218,7108
Pune,तूर,bdl 716,3704
Pune,बाजरी,MLSH-296 GOLD,3886
Pune,तूर,bdl 716,3161
Pune,गहू,शरबती,7887
Pune,गहू,शरबती,7842
Pune,बाजरी,MLSH-296 GOLD,4791
Pune,हरभरा,j11,5778
Pune,सोयाबीन,js335,3569
Pune,बाजरी,MLSH 2428,3011
Pune,गहू,HI-8759,2972
Pune,हरभरा,j11,2406
Pune,ज्वारी,Foxtail millet,4241
Pune,तूर,godavari,3471
Pune,बाजरी,MLSH 2428,4898
Pune,तूर,bdl 711,5335
Pune,बाजरी,MLSH 2428,5664
Pune,सोयाबीन,maus 162,6774
Pune,ज्वारी,Foxtail millet,6575
Pune,गहू,जीडब्ल्यू 12,6408
Pune,गहू,HI-8759,7976
Pune,बाजरी,MLSH 2428,5208
Pune,सोयाबीन,maus 71,7546
Pune,बाजरी,MLSH-296 GOLD,5943
Pune,गहू,HI-8759,5762
Pune,हरभरा,jaki 9218,2449
Pune,सोयाबीन,js335,6276
Pune,बाजरी,MLSH-296 GOLD,4428
Pune,बाजरी,MLSH 2428,2788
Pune,तूर,bdl 711,2837
Pune,तूर,bdl 711,6103
Pune,सोयाबीन,maus 71,3307
Pune,हरभरा,j11,3031
Pune,बाजरी,MLSH-296 GOLD,3310
Pune,गहू,HI-8759,7418
Pune,बाजरी,MLSH 2428,5012
Pune,तूर,bdl 711,4241
Pune,सोयाबीन,maus 71,4784
Pune,सोयाबीन,maus 71,7250
Pune,तूर,bdl 716,3777
Pune,ज्वारी,Foxtail millet,3237
