city,crop,crop_variety,Modal_Price (Rs./Quintal)
pune,सोयाबीन,js335,4364
pune,ज्वारी,Foxtail millet,7015
pune,हरभरा,vijay,4158
pune,हरभरा,j11,3418
pune,ज्वारी,Foxtail millet,4182
pune,ज्वारी,Foxtail millet,5716
pune,तूर,bdl 711,5627
pune,सोयाबीन,maus 162,2255
pune,बाजरी,MLSH 2428,2638
pune,ज्वारी,Foxtail millet,4905
pune,बाजरी,MLSH 2428,3180
pune,गहू,HI-8759,7363
pune,तूर,godavari,2576
pune,सोयाबीन,maus 71,2303
pune,हरभरा,vijay,3484
pune,तूर,godavari,4800
pune,बाजरी,MLSH 2428,6107
pune,बाजरी,MLSH 2428,7635
pune,गहू,जीडब्ल्यू 12,7425
pune,गहू,शरबती,7065
pune,बाजरी,MLSH-296 GOLD,7560
pune,ज्वारी,Foxtail millet,6495
pune,सोयाबीन,js335,7672
pune,गहू,HI-8759,6730
pune,हरभरा,vijay,4647
pune,ज्वारी,Foxtail millet,7416
pune,ज्वारी,Foxtail millet,2787
pune,गहू,HI-8759,4504
pune,तूर,godavari,5299
pune,बाजरी,MLSH 2428,4673
pune,ज्वारी,Foxtail millet,7875
pune,तूर,bdl 716,3693
pune,बाजरी,MLSH-296 GOLD,5833
pune,सोयाबीन,js335,4469
pune,हरभरा,vijay,2940
pune,हरभरा,digvijay,5778
pune,तूर,bdl 716,6945
pune,ज्वारी,Foxtail millet,7484
pune,गहू,HI-8759,3102
pune,गहू,शरबती,2658
pune,हरभरा,jaki 9218,4647
pune,ज्वारी,Foxtail millet,6830
pune,ज्वारी,Foxtail millet,6727
pune,ज्वारी,Foxtail millet,3115
pune,ज्वारी,Foxtail millet,5385
pune,हरभरा,jaki 9218,6841
pune,ज्वारी,Foxtail millet,2407
pune,तूर,godavari,4822
pune,हरभरा,j11,7448
pune,सोयाबीन,maus 162,3929
pune,हरभरा,vijay,4284
pune,गहू,जीडब्ल्यू 12,5075
pune,सोयाबीन,js335,4514
pune,ज्वारी,Foxtail millet,5343
pune,सोयाबीन,maus 162,2455
pune,सोयाबीन,maus 71,5239
pune,तूर,bdl 711,2832
pune,सोयाबीन,maus 162,5618
pune,ज्वारी,Foxtail millet,2655
pune,गहू,शरबती,7738
pune,हरभरा,digvijay,7689
pune,हरभरा,jaki 9218,6079
pune,तूर,bdl 716,7699
pune,हरभरा,digvijay,5921
pune,गहू,शरबती,6710
pune,बाजरी,MLSH-296 GOLD,4071
pune,ज्वारी,Foxtail millet,2823
pune,बाजरी,MLSH 2428,6995
pune,हरभरा,digvijay,6242
pune,गहू,जीडब्ल्यू 12,5867
pune,तूर,godavari,2846
pune,सोयाबीन,js335,2636
pune,बाजरी,MLSH 2428,3620
pune,गहू,HI-8759,2335
pune,ज्वारी,Foxtail millet,7808
pune,बाजरी,MLSH-296 GOLD,2917
pune,बाजरी,MLSH 2428,4521
pune,गहू,HI-8759,4781
pune,हरभरा,j11,6906
pune,गहू,शरबती,5994
pune,बाजरी,MLSH 2428,6525
pune,गहू,HI-8759,7237
pune,गहू,HI-8759,4734
pune,सोयाबीन,maus 162,6941
pune,सोयाबीन,js335,4797
pune,बाजरी,MLSH 2428,5863
pune,ज्वारी,Foxtail millet,5127
pune,हरभरा,digvijay,7375
pune,तूर,bdl 711,5822
pune,बाजरी,MLSH-296 GOLD,5090
pune,गहू,HI-8759,2533
pune,हरभरा,jaki 9218,7737
pune,सोयाबीन,maus 162,4043
pune,तूर,bdl 716,2813
pune,बाजरी,MLSH-296 GOLD,4044
pune,हरभरा,digvijay,3293
pune,सोयाबीन,maus 71,7945
pune,तूर,bdl 716,7740
pune,सोयाबीन,maus 71,5953
pune,सोयाबीन,maus 162,2225
pune,गहू,HI-8759,3852
pune,सोयाबीन,maus 71,4660
pune,तूर,bdl 716,7705
pune,ज्वारी,Foxtail millet,7916
pune,बाजरी,MLSH-296 GOLD,5128
pune,हरभरा,vijay,2604
pune,हरभरा,jaki 9218,2782
pune,तूर,bdl 711,3091
pune,बाजरी,MLSH 2428,2174
pune,तूर,bdl 711,2385
pune,हरभरा,vijay,7978
pune,ज्वारी,Foxtail millet,2162
pune,तूर,bdl 711,5909
pune,बाजरी,MLSH-296 GOLD,6344
pune,तूर,bdl 711,7475
pune,सोयाबीन,maus 162,4805
pune,गहू,HI-8759,6919
pune,तूर,godavari,4498
pune,हरभरा,jaki 9218,6879
pune,गहू,शरबती,5603
pune,बाजरी,MLSH 2428,2988
pune,हरभरा,vijay,7235
pune,बाजरी,MLSH-296 GOLD,2230
pune,बाजरी,MLSH 2428,6158
pune,बाजरी,MLSH-296 GOLD,2209
pune,गहू,शरबती,7130
pune,ज्वारी,Foxtail millet,3055
pune,गहू,HI-8759,2089
pune,हरभरा,digvijay,5904
pune,सोयाबीन,js335,7904
pune,बाजरी,MLSH-296 GOLD,5627
pune,ज्वारी,Foxtail millet,7442
pune,तूर,bdl 711,6309
pune,ज्वारी,Foxtail millet,3993
pune,ज्वारी,Foxtail millet,5455
pune,तूर,bdl 711,4845
pune,गहू,HI-8759,6391
pune,तूर,bdl 711,4253
pune,बाजरी,MLSH-296 GOLD,5715
pune,हरभरा,jaki 9218,5948
pune,सोयाबीन,js335,6965
pune,हरभरा,j11,4089
pune,तूर,bdl 711,2574
pune,गहू,HI-8759,2710
pune,ज्वारी,Foxtail millet,6068
pune,सोयाबीन,maus 71,4817
pune,बाजरी,MLSH 2428,6690
pune,बाजरी,MLSH-296 GOLD,2655
pune,हरभरा,digvijay,2921
pune,ज्वारी,Foxtail millet,4421
pune,तूर,bdl 711,6446
pune,बाजरी,MLSH 2428,6983
pune,गहू,HI-8759,4743
pune,सोयाबीन,maus 71,6078
pune,ज्वारी,Foxtail millet,3592
pune,तूर,bdl 711,3797
pune,तूर,bdl 711,7937
pune,गहू,HI-8759,2356
pune,गहू,जीडब्ल्यू 12,4940
pune,ज्वारी,Foxtail millet,6981
pune,गहू,जीडब्ल्यू 12,7705
pune,हरभरा,vijay,3930
pune,ज्वारी,Foxtail millet,6457
pune,सोयाबीन,maus 162,4504
pune,सोयाबीन,maus 162,2354
pune,हरभरा,vijay,7700
pune,ज्वारी,Foxtail millet,2271
pune,तूर,bdl 711,5741
pune,गहू,HI-8759,4382
pune,सोयाबीन,maus 162,6555
pune,बाजरी,MLSH-296 GOLD,7092
pune,ज्वारी,Foxtail millet,4459
pune,बाजरी,MLSH 2428,2197
pune,सोयाबीन,maus 71,3696
pune,बाजरी,MLSH-296 GOLD,3509
pune,सोयाबीन,maus 162,3282
pune,गहू,HI-8759,5557
pune,सोयाबीन,js335,4735
pune,सोयाबीन,js335,4486
pune,ज्वारी,Foxtail millet,6549
pune,गहू,शरबती,2037
pune,हरभरा,jaki 9218,3698
pune,ज्वारी,Foxtail millet,7114
pune,सोयाबीन,js335,4267
pune,हरभरा,digvijay,2849
pune,सोयाबीन,maus 162,3088
pune,सोयाबीन,js335,5371
pune,सोयाबीन,js335,7139
pune,बाजरी,MLSH-296 GOLD,7983
pune,सोयाबीन,js335,5004
pune,हरभरा,j11,3662
pune,बाजरी,MLSH-296 GOLD,7649
pune,तूर,bdl 711,4792
pune,गहू,जीडब्ल्यू 12,3961
pune,ज्वारी,Foxtail millet,3047
pune,सोयाबीन,maus 71,4600
pune,ज्वारी,Foxtail millet,6907
pune,गहू,शरबती,5090
pune,सोयाबीन,js335,4162
pune,ज्वारी,Foxtail millet,4767
pune,ज्वारी,Foxtail millet,2912
pune,तूर,godavari,2629
pune,तूर,bdl 716,5355
pune,सोयाबीन,maus 71,4733
pune,तूर,godavari,7724
pune,ज्वारी,Foxtail millet,5213
pune,सोयाबीन,maus 71,4729
pune,तूर,bdl 711,6049
pune,हरभरा,j11,7879
pune,ज्वारी,Foxtail millet,2709
pune,तूर,bdl 711,5235
pune,तूर,bdl 711,2442
pune,हरभरा,digvijay,3944
pune,गहू,शरबती,7918
pune,ज्वारी,Foxtail millet,2172
pune,सोयाबीन,maus 71,3443
pune,गहू,शरबती,4477
pune,हरभरा,digvijay,2958
pune,बाजरी,MLSH 2428,4543
pune,तूर,godavari,3965
pune,बाजरी,MLSH-296 GOLD,2652
pune,ज्वारी,Foxtail millet,2240
pune,हरभरा,j11,3034
pune,गहू,शरबती,3556
pune,गहू,जीडब्ल्यू 12,5848
pune,ज्वारी,Foxtail millet,3895
pune,सोयाबीन,maus 162,5834
pune,बाजरी,MLSH-296 GOLD,6241
pune,सोयाबीन,maus 71,6402
pune,ज्वारी,Foxtail millet,3483
pune,हरभरा,vijay,3278
pune,ज्वारी,Foxtail millet,6275
pune,ज्वारी,Foxtail millet,7202
pune,बाजरी,MLSH 2428,5481
pune,हरभरा,digvijay,4806
pune,गहू,शरबती,6315
pune,गहू,शरबती,5562
pune,हरभरा,jaki 9218,7313
pune,तूर,bdl 711,3667
pune,ज्वारी,Foxtail millet,2671
pune,ज्वारी,Foxtail millet,6415
pune,हरभरा,j11,4517
pune,हरभरा,vijay,7378
pune,बाजरी,MLSH 2428,6380
pune,बाजरी,MLSH 2428,4899
pune,ज्वारी,Foxtail millet,7091
pune,तूर,bdl 711,7859
pune,सोयाबीन,js335,2509
pune,बाजरी,MLSH-296 GOLD,6364
pune,बाजरी,MLSH-296 GOLD,4520
pune,सोयाबीन,js335,6786
pune,तूर,bdl 711,7123
pune,बाजरी,MLSH-296 GOLD,5479
pune,तूर,bdl 711,2658
pune,गहू,शरबती,6523
pune,हरभरा,j11,6023
pune,बाजरी,MLSH 2428,3693
pune,सोयाबीन,maus 71,2778
pune,बाजरी,MLSH-296 GOLD,3201
pune,सोयाबीन,maus 71,7258
pune,सोयाबीन,maus 162,3036
pune,गहू,जीडब्ल्यू 12,5488
pune,हरभरा,vijay,2555
pune,हरभरा,vijay,5873
pune,बाजरी,MLSH 2428,3798
pune,ज्वारी,Foxtail millet,5637
pune,हरभरा,vijay,2378
pune,सोयाबीन,maus 162,5635
pune,तूर,godavari,6190
pune,तूर,bdl 716,7312
pune,गहू,शरबती,4096
pune,सोयाबीन,maus 71,2889
pune,बाजरी,MLSH-296 GOLD,3543
pune,गहू,जीडब्ल्यू 12,4283
pune,बाजरी,MLSH-296 GOLD,6086
pune,हरभरा,jaki 9218,4818
pune,सोयाबीन,maus 71,5281
pune,गहू,HI-8759,4956
pune,बाजरी,MLSH 2428,6614
pune,तूर,bdl 711,7753
pune,हरभरा,vijay,4422
pune,तूर,godavari,3687
pune,सोयाबीन,maus 71,4215
pune,तूर,godavari,4240
pune,हरभरा,digvijay,2688
pune,बाजरी,MLSH 2428,6602
pune,ज्वारी,Foxtail millet,2348
pune,ज्वारी,Foxtail millet,6106
pune,तूर,bdl 716,3820
pune,तूर,godavari,6882
pune,बाजरी,MLSH 2428,2571
pune,ज्वारी,Foxtail millet,3522
pune,हरभरा,vijay,6861
pune,गहू,जीडब्ल्यू 12,5032
pune,ज्वारी,Foxtail millet,7322
pune,बाजरी,MLSH-296 GOLD,7202
pune,सोयाबीन,js335,7686
pune,तूर,godavari,5930
pune,बाजरी,MLSH 2428,7274
pune,हरभरा,digvijay,3957
pune,ज्वारी,Foxtail millet,4149
pune,ज्वारी,Foxtail millet,3684
pune,हरभरा,vijay,3889
pune,ज्वारी,Foxtail millet,3850
pune,बाजरी,MLSH 2428,6060
pune,तूर,bdl 711,5358
pune,गहू,HI-8759,3448
pune,गहू,जीडब्ल्यू 12,7901
pune,ज्वारी,Foxtail millet,2808
pune,गहू,HI-8759,5567
pune,सोयाबीन,maus 162,2251
pune,तूर,bdl 716,6055
pune,हरभरा,j11,6694
pune,गहू,जीडब्ल्यू 12,3839
pune,हरभरा,jaki 9218,3172
pune,ज्वारी,Foxtail millet,7848
pune,गहू,HI-8759,2541
pune,बाजरी,MLSH 2428,7121
pune,बाजरी,MLSH-296 GOLD,4524
pune,हरभरा,jaki 9218,2552
pune,गहू,शरबती,4314
pune,ज्वारी,Foxtail millet,7694
pune,बाजरी,MLSH 2428,5403
pune,बाजरी,MLSH 2428,4949
pune,बाजरी,MLSH-296 GOLD,4869
pune,गहू,HI-8759,6754
pune,हरभरा,vijay,6993
pune,सोयाबीन,maus 71,6240
pune,तूर,godavari,3904
pune,ज्वारी,Foxtail millet,5178
pune,गहू,शरबती,4375
pune,बाजरी,MLSH 2428,6043
pune,बाजरी,MLSH 2428,7704
pune,हरभरा,jaki 9218,6052
pune,हरभरा,digvijay,5292
pune,हरभरा,vijay,5488
pune,सोयाबीन,js335,6192
pune,तूर,godavari,3936
pune,सोयाबीन,maus 71,7806
pune,ज्वारी,Foxtail millet,6065
pune,गहू,HI-8759,2600
pune,सोयाबीन,js335,7809
pune,सोयाबीन,js335,7838
pune,बाजरी,MLSH 2428,3950
pune,हरभरा,digvijay,6869
pune,बाजरी,MLSH 2428,2289
pune,सोयाबीन,maus 71,7782
pune,गहू,HI-8759,4663
pune,सोयाबीन,maus 162,7842
pune,ज्वारी,Foxtail millet,4536
pune,सोयाबीन,maus 162,7036
pune,हरभरा,vijay,7684
pune,सोयाबीन,maus 71,2642
pune,तूर,bdl 716,3991
pune,बाजरी,MLSH 2428,4777
pune,तूर,bdl 711,3725
pune,ज्वारी,Foxtail millet,6934
pune,हरभरा,jaki 9218,4343
pune,तूर,bdl 716,2765
pune,सोयाबीन,js335,4205
pune,सोयाबीन,maus 162,7085
pune,हरभरा,j11,7639
pune,बाजरी,MLSH-296 GOLD,4157
pune,ज्वारी,Foxtail millet,6734
pune,बाजरी,MLSH 2428,6735
pune,तूर,bdl 711,3529
pune,हरभरा,vijay,4619
pune,ज्वारी,Foxtail millet,6089
pune,ज्वारी,Foxtail millet,5971
pune,तूर,bdl 711,4304
pune,ज्वारी,Foxtail millet,2617
pune,सोयाबीन,js335,7548
pune,हरभरा,j11,3075
pune,तूर,bdl 716,6149
pune,ज्वारी,Foxtail millet,4498
pune,गहू,शरबती,5092
pune,गहू,HI-8759,4632
pune,गहू,HI-8759,7098
pune,हरभरा,vijay,6612
pune,सोयाबीन,js335,6815
pune,सोयाबीन,js335,3579
pune,गहू,HI-8759,6742
pune,बाजरी,MLSH-296 GOLD,6128
pune,तूर,godavari,5235
pune,बाजरी,MLSH-296 GOLD,3531
pune,हरभरा,jaki 9218,4334
pune,ज्वारी,Foxtail millet,4307
pune,ज्वारी,Foxtail millet,2243
pune,बाजरी,MLSH 2428,2614
pune,बाजरी,MLSH 2428,5988
pune,गहू,HI-8759,7887
pune,सोयाबीन,js335,6064
pune,ज्वारी,Foxtail millet,3708
pune,तूर,godavari,6339
pune,ज्वारी,Foxtail millet,2552
pune,ज्वारी,Foxtail millet,4842
pune,हरभरा,vijay,3019
pune,गहू,HI-8759,3755
pune,बाजरी,MLSH 2428,5581
pune,बाजरी,MLSH 2428,6366
pune,गहू,HI-8759,2336
pune,सोयाबीन,maus 162,2785
pune,बाजरी,MLSH-296 GOLD,7354
pune,हरभरा,vijay,7019
pune,गहू,जीडब्ल्यू 12,7629
pune,हरभरा,vijay,5809
pune,बाजरी,MLSH-296 GOLD,3295
pune,तूर,bdl 711,4659
pune,ज्वारी,Foxtail millet,6127
pune,सोयाबीन,maus 162,3302
pune,हरभरा,j11,3697
pune,तूर,bdl 711,6054
pune,हरभरा,vijay,4163
pune,हरभरा,j11,2816
pune,ज्वारी,Foxtail millet,4843
pune,गहू,HI-8759,2162
pune,तूर,bdl 711,5372
pune,हरभरा,jaki 9218,4568
pune,बाजरी,MLSH-296 GOLD,3832
pune,ज्वारी,Foxtail millet,2346
pune,तूर,bdl 716,4558
pune,हरभरा,digvijay,5392
pune,सोयाबीन,maus 162,6658
pune,हरभरा,j11,5186
pune,तूर,bdl 716,3072
pune,हरभरा,vijay,7005
pune,हरभरा,digvijay,6867
pune,तूर,bdl 716,6360
pune,तूर,bdl 716,5490
pune,सोयाबीन,maus 162,5927
pune,गहू,शरबती,4847
pune,गहू,शरबती,2009
pune,ज्वारी,Foxtail millet,6582
pune,तूर,bdl 716,4694
pune,ज्वारी,Foxtail millet,5906
pune,ज्वारी,Foxtail millet,6309
pune,गहू,जीडब्ल्यू 12,6014
pune,सोयाबीन,maus 162,6904
pune,गहू,जीडब्ल्यू 12,4087
pune,गहू,HI-8759,4344
pune,तूर,bdl 711,2774
pune,गहू,शरबती,2587
pune,गहू,शरबती,4632
pune,गहू,HI-8759,5449
pune,तूर,bdl 716,3681
pune,ज्वारी,Foxtail millet,6217
pune,सोयाबीन,maus 71,2356
pune,गहू,जीडब्ल्यू 12,5365
pune,हरभरा,jaki 9218,5639
pune,बाजरी,MLSH 2428,6836
pune,तूर,bdl 716,6017
pune,हरभरा,vijay,2785
pune,गहू,शरबती,7265
pune,सोयाबीन,maus 162,7427
pune,हरभरा,vijay,7066
pune,बाजरी,MLSH-296 GOLD,6680
pune,सोयाबीन,js335,7670
pune,गहू,HI-8759,7137
pune,गहू,HI-8759,7610
pune,बाजरी,MLSH 2428,3577
pune,ज्वारी,Foxtail millet,2915
pune,बाजरी,MLSH 2428,7891
pune,सोयाबीन,maus 162,3322
pune,ज्वारी,Foxtail millet,2702
pune,सोयाबीन,maus 71,5160
pune,हरभरा,j11,4325
pune,बाजरी,MLSH 2428,3272
pune,हरभरा,vijay,2085
pune,हरभरा,jaki 9218,6715
pune,गहू,शरबती,7340
pune,सोयाबीन,maus 71,4438
pune,तूर,godavari,4442
pune,गहू,HI-8759,5635
pune,तूर,bdl 711,7840
pune,बाजरी,MLSH-296 GOLD,6205
pune,सोयाबीन,js335,7620
pune,बाजरी,MLSH 2428,5296
pune,हरभरा,vijay,5080
pune,तूर,godavari,3247
pune,हरभरा,j11,2175
pune,तूर,godavari,3189
pune,बाजरी,MLSH-296 GOLD,5941
pune,ज्वारी,Foxtail millet,6184
pune,तूर,godavari,5262
pune,तूर,bdl 716,7906
pune,बाजरी,MLSH 2428,5013
pune,हरभरा,j11,7447
pune,तूर,godavari,7391
pune,हरभरा,jaki 9218,6641
pune,हरभरा,j11,4896
pune,ज्वारी,Foxtail millet,4933
pune,बाजरी,MLSH 2428,2031
pune,बाजरी,MLSH-296 GOLD,5946
pune,हरभरा,j11,7347
pune,तूर,bdl 716,4092
pune,तूर,bdl 711,3432
pune,हरभरा,j11,7627
pune,हरभरा,j11,7579
pune,हरभरा,j11,7185
pune,गहू,HI-8759,7707
pune,सोयाबीन,maus 162,2508
pune,गहू,HI-8759,4007
pune,बाजरी,MLSH 2428,2446
pune,बाजरी,MLSH 2428,5798
pune,सोयाबीन,maus 162,2396
pune,हरभरा,jaki 9218,2279
pune,सोयाबीन,js335,7604
pune,बाजरी,MLSH 2428,4645
pune,हरभरा,jaki 9218,6220
pune,ज्वारी,Foxtail millet,4537
pune,हरभरा,vijay,3320
pune,बाजरी,MLSH-296 GOLD,4480
pune,तूर,bdl 711,2271
pune,सोयाबीन,maus 162,5639
pune,हरभरा,vijay,7085
pune,सोयाबीन,js335,4661
pune,तूर,godavari,6303
pune,बाजरी,MLSH-296 GOLD,2360
pune,सोयाबीन,js335,2846
pune,तूर,godavari,7309
pune,ज्वारी,Foxtail millet,2969
pune,तूर,bdl 716,2503
pune,सोयाबीन,maus 71,6015
pune,हरभरा,j11,2038
pune,हरभरा,vijay,6338
pune,गहू,HI-8759,5149
pune,सोयाबीन,maus 162,5879
pune,हरभरा,j11,4437
pune,बाजरी,MLSH 2428,3874
pune,बाजरी,MLSH 2428,4723
pune,हरभरा,vijay,3115
pune,तूर,bdl 711,6436
pune,तूर,bdl 716,3420
pune,सोयाबीन,js335,7483
pune,हरभरा,vijay,4299
pune,तूर,bdl 716,4420
pune,बाजरी,MLSH 2428,6602
pune,तूर,bdl 711,2703
pune,बाजरी,MLSH-296 GOLD,6417
pune,बाजरी,MLSH 2428,7011
pune,गहू,जीडब्ल्यू 12,3459
pune,सोयाबीन,maus 71,3795
pune,हरभरा,digvijay,3765
pune,हरभरा,j11,5151
pune,तूर,bdl 716,2986
pune,तूर,bdl 716,3137
pune,हरभरा,j11,7314
pune,गहू,HI-8759,2311
pune,गहू,HI-8759,2447
pune,ज्वारी,Foxtail millet,7279
pune,बाजरी,MLSH 2428,3896
pune,हरभरा,jaki 9218,7499
pune,ज्वारी,Foxtail millet,3764
pune,सोयाबीन,maus 71,4829
pune,तूर,godavari,4751
pune,हरभरा,jaki 9218,5924
pune,ज्वारी,Foxtail millet,6444
pune,गहू,HI-8759,6923
pune,बाजरी,MLSH 2428,6466
pune,बाजरी,MLSH 2428,7043
pune,गहू,HI-8759,4880
pune,बाजरी,MLSH 2428,6007
pune,बाजरी,MLSH 2428,5669
pune,गहू,HI-8759,7677
pune,गहू,शरबती,5419
pune,गहू,HI-8759,6302
pune,ज्वारी,Foxtail millet,3442
pune,गहू,HI-8759,4659
pune,तूर,bdl 716,5074
pune,तूर,bdl 716,3490
pune,बाजरी,MLSH 2428,7057
pune,बाजरी,MLSH 2428,5853
pune,हरभरा,digvijay,7438
pune,ज्वारी,Foxtail millet,6925
pune,सोयाबीन,maus 71,5195
pune,तूर,godavari,7416
pune,तूर,bdl 716,4617
pune,बाजरी,MLSH-296 GOLD,2682
pune,ज्वारी,Foxtail millet,4686
pune,तूर,bdl 716,6296
pune,ज्वारी,Foxtail millet,6408
pune,गहू,जीडब्ल्यू 12,2699
pune,हरभरा,j11,5581
pune,गहू,शरबती,7615
pune,तूर,bdl 711,6321
pune,तूर,bdl 716,6942
pune,ज्वारी,Foxtail millet,2621
pune,सोयाबीन,maus 162,4025
pune,ज्वारी,Foxtail millet,4416
pune,गहू,HI-8759,7093
pune,तूर,bdl 711,7916
pune,बाजरी,MLSH 2428,2340
pune,गहू,शरबती,7908
pune,गहू,शरबती,2578
pune,ज्वारी,Foxtail millet,2683
pune,बाजरी,MLSH-296 GOLD,3411
pune,हरभरा,jaki 9218,4873
pune,तूर,bdl 716,7566
pune,बाजरी,MLSH-296 GOLD,5927
pune,तूर,godavari,6096
pune,हरभरा,j11,4239
pune,तूर,bdl 711,6052
pune,हरभरा,j11,4142
pune,ज्वारी,Foxtail millet,3041
pune,बाजरी,MLSH 2428,5877
pune,तूर,bdl 716,3331
pune,ज्वारी,Foxtail millet,3700
pune,तूर,godavari,4898
pune,गहू,HI-8759,2011
pune,तूर,godavari,7736
pune,बाजरी,MLSH 2428,7851
pune,तूर,bdl 711,5925
pune,तूर,bdl 711,3652
pune,ज्वारी,Foxtail millet,5170
pune,सोयाबीन,js335,6780
pune,बाजरी,MLSH-296 GOLD,4097
pune,बाजरी,MLSH 2428,6430
pune,गहू,HI-8759,6592
pune,सोयाबीन,maus 71,2797
pune,तूर,bdl 711,3052
pune,गहू,शरबती,5066
pune,सोयाबीन,js335,7203
pune,हरभरा,vijay,7164
pune,गहू,जीडब्ल्यू 12,7976
pune,तूर,bdl 711,4936
pune,बाजरी,MLSH-296 GOLD,4506
pune,बाजरी,MLSH-296 GOLD,2619
pune,बाजरी,MLSH-296 GOLD,3521
pune,ज्वारी,Foxtail millet,3632
pune,तूर,bdl 716,4432
pune,तूर,godavari,5346
pune,ज्वारी,Foxtail millet,6707
pune,गहू,HI-8759,3980
pune,ज्वारी,Foxtail millet,3612
pune,तूर,godavari,2399
pune,गहू,HI-8759,4201
pune,तूर,godavari,7761
pune,गहू,जीडब्ल्यू 12,7016
pune,हरभरा,vijay,4512
pune,तूर,bdl 716,5850
pune,ज्वारी,Foxtail millet,4244
pune,ज्वारी,Foxtail millet,5538
pune,बाजरी,MLSH 2428,5550
pune,सोयाबीन,js335,4659
pune,हरभरा,j11,3013
pune,ज्वारी,Foxtail millet,4150
pune,सोयाबीन,maus 71,6222
pune,ज्वारी,Foxtail millet,5851
pune,बाजरी,MLSH-296 GOLD,4987
pune,हरभरा,jaki 9218,6507
pune,सोयाबीन,maus 162,3518
pune,सोयाबीन,maus 162,5042
pune,बाजरी,MLSH 2428,5352
pune,हरभरा,j11,7636
pune,हरभरा,j11,3769
pune,तूर,bdl 716,2782
pune,तूर,bdl 711,5243
pune,सोयाबीन,js335,3627
pune,बाजरी,MLSH-296 GOLD,2868
pune,सोयाबीन,maus 162,3286
pune,सोयाबीन,maus 71,4339
pune,हरभरा,jaki 9218,5068
pune,ज्वारी,Foxtail millet,7387
pune,ज्वारी,Foxtail millet,6864
pune,सोयाबीन,maus 162,4752
pune,तूर,bdl 711,7019
pune,हरभरा,digvijay,2822
pune,ज्वारी,Foxtail millet,4438
pune,सोयाबीन,maus 71,7343
pune,ज्वारी,Foxtail millet,3359
pune,हरभरा,jaki 9218,2443
pune,ज्वारी,Foxtail millet,3647
pune,तूर,bdl 716,3767
pune,ज्वारी,Foxtail millet,7638
pune,हरभरा,j11,6086
pune,ज्वारी,Foxtail millet,6143
pune,गहू,शरबती,7410
pune,ज्वारी,Foxtail millet,5269
pune,हरभरा,vijay,3377
pune,ज्वारी,Foxtail millet,2309
pune,हरभरा,digvijay,7995
pune,तूर,bdl 716,3493
pune,हरभरा,digvijay,5321
pune,गहू,शरबती,6919
pune,सोयाबीन,js335,2372
pune,तूर,bdl 711,4346
pune,तूर,godavari,5414
pune,ज्वारी,Foxtail millet,2403
pune,हरभरा,vijay,5800
pune,तूर,bdl 711,3119
pune,बाजरी,MLSH-296 GOLD,6612
pune,ज्वारी,Foxtail millet,3165
pune,तूर,bdl 711,4897
pune,सोयाबीन,js335,6357
pune,सोयाबीन,js335,2464
pune,गहू,HI-8759,5985
pune,तूर,godavari,4514
pune,गहू,जीडब्ल्यू 12,6286
pune,सोयाबीन,maus 162,7023
pune,गहू,शरबती,7092
pune,गहू,शरबती,7910
pune,सोयाबीन,maus 162,6124
pune,तूर,bdl 711,2028
pune,सोयाबीन,maus 162,7701
pune,सोयाबीन,js335,4463
pune,गहू,शरबती,7728
pune,बाजरी,MLSH 2428,3583
pune,गहू,HI-8759,5628
pune,तूर,bdl 711,4060
pune,सोयाबीन,maus 71,2686
pune,गहू,HI-8759,3398
pune,हरभरा,digvijay,5900
pune,बाजरी,MLSH 2428,6647
pune,बाजरी,MLSH 2428,2107
pune,तूर,bdl 716,6417
pune,तूर,godavari,7171
pune,ज्वारी,Foxtail millet,3158
pune,सोयाबीन,maus 71,4547
pune,गहू,शरबती,5552
pune,हरभरा,digvijay,5140
pune,सोयाबीन,js335,5356
pune,सोयाबीन,js335,5717
pune,गहू,शरबती,6351
pune,सोयाबीन,js335,6834
pune,बाजरी,MLSH 2428,2245
pune,ज्वारी,Foxtail millet,2189
pune,तूर,godavari,4731
pune,तूर,bdl 711,4394
pune,हरभरा,vijay,3935
pune,हरभरा,vijay,6993
pune,ज्वारी,Foxtail millet,6901
pune,हरभरा,j11,6197
pune,तूर,bdl 711,5879
pune,तूर,bdl 716,3216
pune,सोयाबीन,js335,7930
pune,गहू,शरबती,7958
pune,तूर,bdl 716,3979
pune,बाजरी,MLSH 2428,5460
pune,तूर,bdl 716,6495
pune,गहू,HI-8759,5742
pune,ज्वारी,Foxtail millet,5690
pune,हरभरा,jaki 9218,5405
pune,हरभरा,digvijay,7865
pune,हरभरा,j11,2512
pune,ज्वारी,Foxtail millet,7772
pune,ज्वारी,Foxtail millet,7627
pune,हरभरा,jaki 9218,6416
pune,बाजरी,MLSH 2428,6663
pune,ज्वारी,Foxtail millet,2568
pune,गहू,शरबती,2589
pune,हरभरा,jaki 9218,3199
pune,तूर,godavari,4813
pune,गहू,जीडब्ल्यू 12,7656
pune,ज्वारी,Foxtail millet,5278
pune,हरभरा,j11,2044
pune,ज्वारी,Foxtail millet,7322
pune,हरभरा,digvijay,3521
pune,हरभरा,vijay,7966
pune,तूर,bdl 711,7412
pune,हरभरा,jaki 9218,2851
pune,गहू,शरबती,4064
pune,गहू,शरबती,6865
pune,हरभरा,vijay,3009
pune,गहू,HI-8759,3260
pune,तूर,bdl 716,2712
